Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File,output
2936,2652,SearchFilterHo,0x3e2332e8,4,83,0,False,2017-12-08,22:39:42.000000,UTC,N/A,Disabled
1884,472,svchost.exe,0x3e25abb8,14,325,0,False,2017-12-08,22:39:33.000000,UTC,N/A,Disabled
1780,1412,VBoxTray.exe,0x3e262b00,13,151,1,False,2017-12-08,22:39:33.000000,UTC,N/A,Disabled
1852,1412,python.exe,0x3e277188,0,-,1,False,2017-12-08,22:39:33.000000,UTC,2017-12-08,22:41:45.000000,UTC,Disabled
1904,388,conhost.exe,0x3e279030,0,-,1,False,2017-12-08,22:39:33.000000,UTC,2017-12-08,22:41:45.000000,UTC,Disabled
204,472,svchost.exe,0x3e2b0d28,14,221,0,False,2017-12-08,22:39:34.000000,UTC,N/A,Disabled
2124,596,WmiPrvSE.exe,0x3e2c8198,0,-,0,False,2017-12-08,22:39:36.000000,UTC,2017-12-08,22:41:59.000000,UTC,Disabled
372,472,FoxitConnected,0x3e3463c8,15,347,0,False,2017-12-08,22:39:34.000000,UTC,N/A,Disabled
1180,1012,taskeng.exe,0x3e37d958,5,76,0,False,2017-12-08,22:39:35.000000,UTC,N/A,Disabled
2916,2652,SearchProtocol,0x3e3e6d28,7,312,0,False,2017-12-08,22:39:42.000000,UTC,N/A,Disabled
332,324,csrss.exe,0x3e6bc030,9,582,0,False,2017-12-08,22:39:29.000000,UTC,N/A,Disabled
3516,1852,mspaint.exe,0x3e6f1d28,7,156,1,False,2017-12-08,22:39:49.000000,UTC,N/A,Disabled
388,372,csrss.exe,0x3e6f7030,8,744,1,False,2017-12-08,22:39:29.000000,UTC,N/A,Disabled
380,324,wininit.exe,0x3e6fe030,3,76,0,False,2017-12-08,22:39:29.000000,UTC,N/A,Disabled
428,372,winlogon.exe,0x3e705800,4,111,1,False,2017-12-08,22:39:29.000000,UTC,N/A,Disabled
496,380,lsm.exe,0x3e757d28,10,155,0,False,2017-12-08,22:39:29.000000,UTC,N/A,Disabled
488,380,lsass.exe,0x3e7632d0,9,829,0,False,2017-12-08,22:39:29.000000,UTC,N/A,Disabled
660,472,VBoxService.ex,0x3e76b700,12,116,0,False,2017-12-08,22:39:30.000000,UTC,N/A,Disabled
472,380,services.exe,0x3e7cdc30,11,243,0,False,2017-12-08,22:39:29.000000,UTC,N/A,Disabled
3652,1852,iexplore.exe,0x3e956c50,25,681,1,False,2017-12-08,22:39:55.000000,UTC,N/A,Disabled
976,472,svchost.exe,0x3eaa8488,18,362,0,False,2017-12-08,22:39:31.000000,UTC,N/A,Disabled
1992,472,DictUpdater.ex,0x3ebf2560,5,91,0,False,2017-12-08,22:39:33.000000,UTC,N/A,Disabled
2708,472,svchost.exe,0x3ec74030,5,91,0,False,2017-12-08,22:39:42.000000,UTC,N/A,Disabled
4452,3652,iexplore.exe,0x3ecb7100,29,946,1,False,2017-12-08,22:40:17.000000,UTC,N/A,Disabled
4460,1852,et.exe,0x3ecc6988,13,602,1,False,2017-12-08,22:40:17.000000,UTC,N/A,Disabled
6004,472,taskhost.exe,0x3ed01748,6,94,1,False,2017-12-08,22:42:01.000000,UTC,N/A,Disabled
1388,2336,FoxitReaderUpd,0x3ed03330,0,-,1,False,2017-12-08,22:40:09.000000,UTC,2017-12-08,22:40:24.000000,UTC,Disabled
3732,3652,iexplore.exe,0x3ed46030,44,931,1,False,2017-12-08,22:39:55.000000,UTC,N/A,Disabled
4700,1852,WorldWind.exe,0x3ed5ed28,7,173,1,False,2017-12-08,22:40:20.000000,UTC,N/A,Disabled
5252,1852,mspaint.exe,0x3ed76790,8,161,1,False,2017-12-08,22:40:26.000000,UTC,N/A,Disabled
4864,1852,mspaint.exe,0x3ef40168,8,161,1,False,2017-12-08,22:40:22.000000,UTC,N/A,Disabled
2336,1852,FoxitReader.ex,0x3ef84a20,26,585,1,False,2017-12-08,22:40:03.000000,UTC,N/A,Disabled
4168,1852,cleanmgr.exe,0x3f4590e0,9,236,1,False,2017-12-08,22:40:54.000000,UTC,N/A,Disabled
2772,472,sppsvc.exe,0x3f45f940,7,107,0,False,2017-12-08,22:41:48.000000,UTC,N/A,Disabled
824,1852,Lingo17.exe,0x3f4624c0,6,110,1,False,2017-12-08,22:41:28.000000,UTC,N/A,Disabled
4628,3652,iexplore.exe,0x3f47a800,27,633,1,False,2017-12-08,22:41:01.000000,UTC,N/A,Disabled
4940,1852,FSViewer.exe,0x3f485378,8,218,1,False,2017-12-08,22:41:07.000000,UTC,N/A,Disabled
5772,1852,Lingoes.exe,0x3f49f980,16,306,1,False,2017-12-08,22:40:45.000000,UTC,N/A,Disabled
5468,472,NisSrv.exe,0x3f4ce4a8,12,232,0,False,2017-12-08,22:40:34.000000,UTC,N/A,Disabled
2488,4168,DismHost.exe,0x3f5e3268,7,100,1,False,2017-12-08,22:40:55.000000,UTC,N/A,Disabled
5680,1852,mspaint.exe,0x3f5e5c30,7,159,1,False,2017-12-08,22:40:40.000000,UTC,N/A,Disabled
5600,1852,devcpp.exe,0x3f60ab48,1,67,1,False,2017-12-08,22:41:32.000000,UTC,N/A,Disabled
5940,1852,Lingoes.exe,0x3f63b9e8,16,297,1,False,2017-12-08,22:40:49.000000,UTC,N/A,Disabled
2592,1852,mspaint.exe,0x3f66ca68,9,168,1,False,2017-12-08,22:41:42.000000,UTC,N/A,Disabled
5536,1852,Graph.exe,0x3feb8b08,6,173,1,False,2017-12-08,22:40:36.000000,UTC,N/A,Disabled
4296,472,TrustedInstall,0x3feea5c0,9,263,0,False,2017-12-08,22:40:55.000000,UTC,N/A,Disabled
