Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File,output
1852,1412,python.exe,0x85e77188,0,-,1,False,2017-12-08,22:39:33.000000,UTC,2017-12-08,22:41:45.000000,UTC,Disabled
1884,472,svchost.exe,0x85e5abb8,14,325,0,False,2017-12-08,22:39:33.000000,UTC,N/A,Disabled
1904,388,conhost.exe,0x85e79030,0,-,1,False,2017-12-08,22:39:33.000000,UTC,2017-12-08,22:41:45.000000,UTC,Disabled
1992,472,DictUpdater.ex,0x857f2560,5,91,0,False,2017-12-08,22:39:33.000000,UTC,N/A,Disabled
204,472,svchost.exe,0x85eb0d28,14,221,0,False,2017-12-08,22:39:34.000000,UTC,N/A,Disabled
372,472,FoxitConnected,0x85f463c8,15,347,0,False,2017-12-08,22:39:34.000000,UTC,N/A,Disabled
1180,1012,taskeng.exe,0x85f7d958,5,76,0,False,2017-12-08,22:39:35.000000,UTC,N/A,Disabled
2124,596,WmiPrvSE.exe,0x85ec8198,0,-,0,False,2017-12-08,22:39:36.000000,UTC,2017-12-08,22:41:59.000000,UTC,Disabled
2460,2436,GoogleCrashHan,0x8600a030,5,74,0,False,2017-12-08,22:39:38.000000,UTC,N/A,Disabled
2652,472,SearchIndexer.,0x85c08b88,13,564,0,False,2017-12-08,22:39:42.000000,UTC,N/A,Disabled
2708,472,svchost.exe,0x85074030,5,91,0,False,2017-12-08,22:39:42.000000,UTC,N/A,Disabled
2916,2652,SearchProtocol,0x85fe6d28,7,312,0,False,2017-12-08,22:39:42.000000,UTC,N/A,Disabled
2936,2652,SearchFilterHo,0x85e332e8,4,83,0,False,2017-12-08,22:39:42.000000,UTC,N/A,Disabled
3112,472,wmpnetwk.exe,0x8607ec58,10,207,0,False,2017-12-08,22:39:43.000000,UTC,N/A,Disabled
3396,1852,Sense.exe,0x8600d9a8,6,139,1,False,2017-12-08,22:39:46.000000,UTC,N/A,Disabled
3516,1852,mspaint.exe,0x85af1d28,7,156,1,False,2017-12-08,22:39:49.000000,UTC,N/A,Disabled
3552,472,svchost.exe,0x861bdd28,8,120,0,False,2017-12-08,22:39:49.000000,UTC,N/A,Disabled
3600,1852,UltraISO.exe,0x861ed580,2,103,1,False,2017-12-08,22:39:52.000000,UTC,N/A,Disabled
3652,1852,iexplore.exe,0x85556c50,25,681,1,False,2017-12-08,22:39:55.000000,UTC,N/A,Disabled
3732,3652,iexplore.exe,0x85146030,44,931,1,False,2017-12-08,22:39:55.000000,UTC,N/A,Disabled
3852,1852,wps.exe,0x861f7720,11,613,1,False,2017-12-08,22:39:57.000000,UTC,N/A,Disabled
3996,1852,googleearth.ex,0x862abc10,30,740,1,False,2017-12-08,22:40:00.000000,UTC,N/A,Disabled
4012,3964,wpscloudsvr.ex,0x862ab7f0,16,390,1,False,2017-12-08,22:40:00.000000,UTC,N/A,Disabled
2336,1852,FoxitReader.ex,0x85384a20,26,585,1,False,2017-12-08,22:40:03.000000,UTC,N/A,Disabled
3272,472,svchost.exe,0x862fc470,0,-,0,False,2017-12-08,22:40:05.000000,UTC,2017-12-08,22:42:04.000000,UTC,Disabled
2496,3652,iexplore.exe,0x85d2ba40,84,1497,1,False,2017-12-08,22:40:06.000000,UTC,N/A,Disabled
1388,2336,FoxitReaderUpd,0x85103330,0,-,1,False,2017-12-08,22:40:09.000000,UTC,2017-12-08,22:40:24.000000,UTC,Disabled
4452,3652,iexplore.exe,0x850b7100,29,946,1,False,2017-12-08,22:40:17.000000,UTC,N/A,Disabled
4460,1852,et.exe,0x850c6988,13,602,1,False,2017-12-08,22:40:17.000000,UTC,N/A,Disabled
4700,1852,WorldWind.exe,0x8515ed28,7,173,1,False,2017-12-08,22:40:20.000000,UTC,N/A,Disabled
4864,1852,mspaint.exe,0x85340168,8,161,1,False,2017-12-08,22:40:22.000000,UTC,N/A,Disabled
5252,1852,mspaint.exe,0x85176790,8,161,1,False,2017-12-08,22:40:26.000000,UTC,N/A,Disabled
5468,472,NisSrv.exe,0x848ce4a8,12,232,0,False,2017-12-08,22:40:34.000000,UTC,N/A,Disabled
5536,1852,Graph.exe,0x843f8b08,6,173,1,False,2017-12-08,22:40:36.000000,UTC,N/A,Disabled
5680,1852,mspaint.exe,0x849e5c30,7,159,1,False,2017-12-08,22:40:40.000000,UTC,N/A,Disabled
5772,1852,Lingoes.exe,0x8489f980,16,306,1,False,2017-12-08,22:40:45.000000,UTC,N/A,Disabled
5940,1852,Lingoes.exe,0x84a3b9e8,16,297,1,False,2017-12-08,22:40:49.000000,UTC,N/A,Disabled
4168,1852,cleanmgr.exe,0x848590e0,9,236,1,False,2017-12-08,22:40:54.000000,UTC,N/A,Disabled
2488,4168,DismHost.exe,0x849e3268,7,100,1,False,2017-12-08,22:40:55.000000,UTC,N/A,Disabled
4296,472,TrustedInstall,0x843ea5c0,9,263,0,False,2017-12-08,22:40:55.000000,UTC,N/A,Disabled
4628,3652,iexplore.exe,0x8487a800,27,633,1,False,2017-12-08,22:41:01.000000,UTC,N/A,Disabled
4940,1852,FSViewer.exe,0x84885378,8,218,1,False,2017-12-08,22:41:07.000000,UTC,N/A,Disabled
824,1852,Lingo17.exe,0x848624c0,6,110,1,False,2017-12-08,22:41:28.000000,UTC,N/A,Disabled
5600,1852,devcpp.exe,0x84a0ab48,1,67,1,False,2017-12-08,22:41:32.000000,UTC,N/A,Disabled
2592,1852,mspaint.exe,0x84a6ca68,9,168,1,False,2017-12-08,22:41:42.000000,UTC,N/A,Disabled
2772,472,sppsvc.exe,0x8485f940,7,107,0,False,2017-12-08,22:41:48.000000,UTC,N/A,Disabled
6004,472,taskhost.exe,0x85101748,6,94,1,False,2017-12-08,22:42:01.000000,UTC,N/A,Disabled
