Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File,output
2188,1228,YoukuDesktop.e,0x3ec2aa40,92,873,1,False,2017-12-08,21:13:19.000000,UTC,N/A,Disabled
4472,324,FoxitReader.ex,0x3ec2e898,0,-,1,False,2017-12-08,21:13:28.000000,UTC,2017-12-08,21:13:38.000000,UTC,Disabled
4696,848,chrome.exe,0x3ec316a8,15,220,1,False,2017-12-08,21:13:31.000000,UTC,N/A,Disabled
3232,324,FoxitReader.ex,0x3ec786b0,24,586,1,False,2017-12-08,21:13:19.000000,UTC,N/A,Disabled
328,320,csrss.exe,0x3ec806d0,9,583,0,False,2017-12-08,21:12:25.000000,UTC,N/A,Disabled
3340,848,chrome.exe,0x3ec8a030,16,297,1,False,2017-12-08,21:13:13.000000,UTC,N/A,Disabled
4200,324,Evernote.exe,0x3ec95030,0,-,1,False,2017-12-08,21:13:23.000000,UTC,2017-12-08,21:14:52.000000,UTC,Disabled
6028,2188,YoukuMediaCent,0x3eca8748,29,437,1,False,2017-12-08,21:13:55.000000,UTC,N/A,Disabled
4708,4596,wpscloudsvr.ex,0x3ecb68f0,18,388,1,False,2017-12-08,21:13:31.000000,UTC,N/A,Disabled
4320,848,chrome.exe,0x3ecb9b08,15,224,1,False,2017-12-08,21:13:26.000000,UTC,N/A,Disabled
5800,324,Evernote.exe,0x3ecf9810,4,119,1,False,2017-12-08,21:13:51.000000,UTC,N/A,Disabled
4512,4060,wpsupdate.exe,0x3ed119b0,0,-,1,False,2017-12-08,21:13:29.000000,UTC,2017-12-08,21:13:47.000000,UTC,Disabled
4068,324,blender.exe,0x3ed38908,6,180,1,False,2017-12-08,21:13:03.000000,UTC,N/A,Disabled
1836,848,chrome.exe,0x3ed40030,14,211,1,False,2017-12-08,21:13:10.000000,UTC,N/A,Disabled
4596,2188,InstallOnline_,0x3edb5030,0,-,1,False,2017-12-08,21:14:04.000000,UTC,2017-12-08,21:14:21.000000,UTC,Disabled
252,4,smss.exe,0x3edd3708,2,29,N/A,False,2017-12-08,21:12:22.000000,UTC,N/A,Disabled
5772,848,chrome.exe,0x3edd5030,16,207,1,False,2017-12-08,21:14:49.000000,UTC,N/A,Disabled
4024,848,chrome.exe,0x3ee49708,11,162,1,False,2017-12-08,21:13:10.000000,UTC,N/A,Disabled
3572,468,taskhost.exe,0x3f000030,6,94,1,False,2017-12-08,21:15:00.000000,UTC,N/A,Disabled
4880,324,googledrivesyn,0x3f411d28,1,13,1,False,2017-12-08,21:14:05.000000,UTC,N/A,Disabled
5576,324,speedcrunch.ex,0x3f4175c0,6,108,1,False,2017-12-08,21:14:27.000000,UTC,N/A,Disabled
4456,324,wps.exe,0x3f42c030,18,617,1,False,2017-12-08,21:14:02.000000,UTC,N/A,Disabled
5508,5392,ytbrowser.exe,0x3f433c90,11,206,1,False,2017-12-08,21:14:21.000000,UTC,N/A,Disabled
2948,6028,ikuacc.exe,0x3f438030,0,-,1,False,2017-12-08,21:14:08.000000,UTC,2017-12-08,21:14:20.000000,UTC,Disabled
4912,468,sppsvc.exe,0x3f440b30,6,64,0,False,2017-12-08,21:14:46.000000,UTC,N/A,Disabled
5512,324,regedit.exe,0x3f466d28,2,67,1,False,2017-12-08,21:13:48.000000,UTC,N/A,Disabled
5444,3232,FoxitReaderUpd,0x3f4671d0,0,-,1,False,2017-12-08,21:13:48.000000,UTC,2017-12-08,21:13:51.000000,UTC,Disabled
5152,6028,ikuacc.exe,0x3f483758,26,215,1,False,2017-12-08,21:14:19.000000,UTC,N/A,Disabled
6040,324,mspaint.exe,0x3f49d030,8,161,1,False,2017-12-08,21:14:32.000000,UTC,N/A,Disabled
4188,468,svchost.exe,0x3f542d28,8,117,0,False,2017-12-08,21:14:33.000000,UTC,N/A,Disabled
4692,324,wps.exe,0x3f6ce030,17,629,1,False,2017-12-08,21:14:39.000000,UTC,N/A,Disabled
5932,4456,ksolaunch.exe,0x3f6fd030,1,0,1,False,2017-12-08,21:15:14.000000,UTC,N/A,Disabled
4604,848,chrome.exe,0x3f707188,15,182,1,False,2017-12-08,21:14:48.000000,UTC,N/A,Disabled
4036,324,FoxitReader.ex,0x3f7e7860,0,-,1,False,2017-12-08,21:14:59.000000,UTC,2017-12-08,21:15:12.000000,UTC,Disabled
5032,324,PCBWiz.exe,0x3fef6d28,2,78,1,False,2017-12-08,21:15:03.000000,UTC,N/A,Disabled
5584,324,NestTrader.exe,0x3ff01520,1,8,1,False,2017-12-08,21:14:51.000000,UTC,N/A,Disabled
3540,4456,wpsupdate.exe,0x3ff1e488,1,0,1,False,2017-12-08,21:15:14.000000,UTC,N/A,Disabled
5876,324,wpp.exe,0x3ff3fa40,0,-,1,False,2017-12-08,21:14:54.000000,UTC,2017-12-08,21:15:11.000000,UTC,Disabled
5976,848,chrome.exe,0x3ff60b18,16,246,1,False,2017-12-08,21:14:31.000000,UTC,N/A,Disabled
664,324,et.exe,0x3ff64030,11,447,1,False,2017-12-08,21:14:43.000000,UTC,N/A,Disabled
2044,468,FoxitConnected,0x3ffd9d28,18,353,0,False,2017-12-08,21:12:32.000000,UTC,N/A,Disabled
284,1696,VBoxTray.exe,0x3ffdba40,13,151,1,False,2017-12-08,21:12:33.000000,UTC,N/A,Disabled
4060,324,wpp.exe,0x3ffe0030,13,630,1,False,2017-12-08,21:13:10.000000,UTC,N/A,Disabled
3248,324,thinkorswim.ex,0x3ffe4440,45,566,1,False,2017-12-08,21:13:15.000000,UTC,N/A,Disabled
3412,3688,MtHuaBao.exe,0x3ffe5d28,20,512,1,False,2017-12-08,21:13:08.000000,UTC,N/A,Disabled
