Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File,output
3964,704,iexplore.exe,0x8617e480,26,588,1,False,2017-12-08,22:46:09.000000,UTC,N/A,Disabled
4036,3964,iexplore.exe,0x86320ac0,36,946,1,False,2017-12-08,22:46:10.000000,UTC,N/A,Disabled
852,704,mspaint.exe,0x86345c98,8,157,1,False,2017-12-08,22:46:12.000000,UTC,N/A,Disabled
1644,468,svchost.exe,0x862e6d28,9,111,0,False,2017-12-08,22:46:12.000000,UTC,N/A,Disabled
2444,704,Connect.exe,0x86351d28,19,539,1,False,2017-12-08,22:46:14.000000,UTC,N/A,Disabled
2912,3964,iexplore.exe,0x85ce5560,31,703,1,False,2017-12-08,22:46:16.000000,UTC,N/A,Disabled
3800,468,svchost.exe,0x85e58030,0,-,0,False,2017-12-08,22:46:20.000000,UTC,2017-12-08,22:48:25.000000,UTC,Disabled
1656,704,vlc.exe,0x85b756c8,10,336,1,False,2017-12-08,22:46:24.000000,UTC,N/A,Disabled
2320,704,Spotify.exe,0x842e1030,55,615,1,False,2017-12-08,22:46:26.000000,UTC,N/A,Disabled
2476,704,wpp.exe,0x85dc4a40,15,635,1,False,2017-12-08,22:46:32.000000,UTC,N/A,Disabled
3960,704,Solve,Elec.exe,0x86078030,2,98,1,False,2017-12-08,22:46:35.000000,UTC,N/A,Disabled
3156,2320,Spotify.exe,0x8518a030,33,193,1,False,2017-12-08,22:46:36.000000,UTC,N/A,Disabled
4156,704,Skype.exe,0x85c45858,72,1234,1,False,2017-12-08,22:46:37.000000,UTC,N/A,Disabled
4352,2320,Spotify.exe,0x85223d28,0,-,1,False,2017-12-08,22:46:40.000000,UTC,2017-12-08,22:46:52.000000,UTC,Disabled
4392,2320,SpotifyWebHelp,0x85270d28,6,141,1,False,2017-12-08,22:46:40.000000,UTC,N/A,Disabled
4416,2320,Spotify.exe,0x85df5030,34,260,1,False,2017-12-08,22:46:40.000000,UTC,N/A,Disabled
4836,704,SimSolar.exe,0x86125688,2,46,1,False,2017-12-08,22:46:46.000000,UTC,N/A,Disabled
4856,468,NisSrv.exe,0x850752e0,12,234,0,False,2017-12-08,22:46:47.000000,UTC,N/A,Disabled
5448,5408,wpscloudsvr.ex,0x855e5030,18,386,1,False,2017-12-08,22:46:59.000000,UTC,N/A,Disabled
5656,704,devcpp.exe,0x85661d28,2,67,1,False,2017-12-08,22:47:06.000000,UTC,N/A,Disabled
5776,704,thinkorswim.ex,0x8601c3e8,31,403,1,False,2017-12-08,22:47:16.000000,UTC,N/A,Disabled
196,704,English2Marath,0x85077030,1,73,1,False,2017-12-08,22:47:21.000000,UTC,N/A,Disabled
4492,3964,iexplore.exe,0x850ba030,50,964,1,False,2017-12-08,22:47:24.000000,UTC,N/A,Disabled
4568,704,wpp.exe,0x85665bc8,13,573,1,False,2017-12-08,22:47:26.000000,UTC,N/A,Disabled
5184,5776,regsvr32.exe,0x85093030,0,-,1,False,2017-12-08,22:47:30.000000,UTC,2017-12-08,22:47:33.000000,UTC,Disabled
2192,5776,regsvr32.exe,0x84367030,0,-,1,False,2017-12-08,22:47:33.000000,UTC,2017-12-08,22:47:33.000000,UTC,Disabled
2344,5776,regedit.exe,0x85119030,0,-,1,False,2017-12-08,22:47:34.000000,UTC,2017-12-08,22:47:34.000000,UTC,Disabled
5000,5776,reg.exe,0x85be9630,0,-,1,False,2017-12-08,22:47:34.000000,UTC,2017-12-08,22:47:34.000000,UTC,Disabled
4988,5776,reg.exe,0x8435a030,0,-,1,False,2017-12-08,22:47:34.000000,UTC,2017-12-08,22:47:34.000000,UTC,Disabled
2336,5776,regsvr32.exe,0x850b2030,0,-,1,False,2017-12-08,22:47:34.000000,UTC,2017-12-08,22:47:34.000000,UTC,Disabled
1928,5776,regsvr32.exe,0x85060030,0,-,1,False,2017-12-08,22:47:35.000000,UTC,2017-12-08,22:47:35.000000,UTC,Disabled
1544,704,Scratch.exe,0x85558d28,25,427,1,False,2017-12-08,22:47:38.000000,UTC,N/A,Disabled
2528,704,vlc.exe,0x84858530,9,324,1,False,2017-12-08,22:47:47.000000,UTC,N/A,Disabled
4932,704,Lingo17.exe,0x84816550,1,39,1,False,2017-12-08,22:47:50.000000,UTC,N/A,Disabled
6012,704,SimSolar.exe,0x848e09a0,1,46,1,False,2017-12-08,22:47:53.000000,UTC,N/A,Disabled
316,704,Solve,Elec.exe,0x84947a80,4,102,1,False,2017-12-08,22:47:56.000000,UTC,N/A,Disabled
2624,468,sppsvc.exe,0x8482a030,7,109,0,False,2017-12-08,22:47:57.000000,UTC,N/A,Disabled
3244,704,et.exe,0x84aaac58,5,265,1,False,2017-12-08,22:47:58.000000,UTC,N/A,Disabled
5068,704,MagicPhoto.exe,0x848f8d28,1,65,1,False,2017-12-08,22:48:11.000000,UTC,N/A,Disabled
4216,596,SkypeBrowserHo,0x85052030,7,97,1,False,2017-12-08,22:48:19.000000,UTC,N/A,Disabled
4560,468,svchost.exe,0x843bd2e8,5,42,0,False,2017-12-08,22:48:27.000000,UTC,N/A,Disabled
4332,2320,Spotify.exe,0x85e4ad28,26,128,1,False,2017-12-08,22:48:27.000000,UTC,N/A,Disabled
2824,596,SkypeBrowserHo,0x85bfca50,14,230,1,False,2017-12-08,22:48:28.000000,UTC,N/A,Disabled
