Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File,output
3800,468,svchost.exe,0x3e258030,0,-,0,False,2017-12-08,22:46:20.000000,UTC,2017-12-08,22:48:25.000000,UTC,Disabled
1676,932,dwm.exe,0x3e25b4d8,7,88,1,False,2017-12-08,22:45:46.000000,UTC,N/A,Disabled
3736,3692,CCleaner.exe,0x3e25c030,5,115,1,False,2017-12-08,22:46:03.000000,UTC,N/A,Disabled
1700,1652,explorer.exe,0x3e265d28,33,832,1,False,2017-12-08,22:45:46.000000,UTC,N/A,Disabled
1792,468,svchost.exe,0x3e26fd28,14,329,0,False,2017-12-08,22:45:46.000000,UTC,N/A,Disabled
1840,468,DictUpdater.ex,0x3e2aad28,5,91,0,False,2017-12-08,22:45:46.000000,UTC,N/A,Disabled
1960,468,svchost.exe,0x3e2dfa40,29,303,0,False,2017-12-08,22:45:47.000000,UTC,N/A,Disabled
2036,468,FoxitConnected,0x3e2ee928,15,348,0,False,2017-12-08,22:45:47.000000,UTC,N/A,Disabled
704,1700,python.exe,0x3e315c70,0,-,1,False,2017-12-08,22:45:47.000000,UTC,2017-12-08,22:48:20.000000,UTC,Disabled
1132,384,conhost.exe,0x3e33a030,0,-,1,False,2017-12-08,22:45:47.000000,UTC,2017-12-08,22:48:25.000000,UTC,Disabled
3116,2884,SearchFilterHo,0x3e38c198,4,85,0,False,2017-12-08,22:45:54.000000,UTC,N/A,Disabled
484,372,lsass.exe,0x3e643980,8,845,0,False,2017-12-08,22:45:40.000000,UTC,N/A,Disabled
492,372,lsm.exe,0x3e695218,11,165,0,False,2017-12-08,22:45:40.000000,UTC,N/A,Disabled
932,468,svchost.exe,0x3e6a32f0,16,314,0,False,2017-12-08,22:45:43.000000,UTC,N/A,Disabled
884,468,svchost.exe,0x3e6a4648,24,476,0,False,2017-12-08,22:45:43.000000,UTC,N/A,Disabled
424,364,winlogon.exe,0x3e6c1920,5,111,1,False,2017-12-08,22:45:40.000000,UTC,N/A,Disabled
384,364,csrss.exe,0x3e6cbc70,9,933,1,False,2017-12-08,22:45:40.000000,UTC,N/A,Disabled
372,316,wininit.exe,0x3e6ce828,3,76,0,False,2017-12-08,22:45:40.000000,UTC,N/A,Disabled
324,316,csrss.exe,0x3e6e5960,9,648,0,False,2017-12-08,22:45:40.000000,UTC,N/A,Disabled
1656,704,vlc.exe,0x3e7756c8,10,336,1,False,2017-12-08,22:46:24.000000,UTC,N/A,Disabled
656,468,VBoxService.ex,0x3e7866e8,12,118,0,False,2017-12-08,22:45:41.000000,UTC,N/A,Disabled
5000,5776,reg.exe,0x3e7e9630,0,-,1,False,2017-12-08,22:47:34.000000,UTC,2017-12-08,22:47:34.000000,UTC,Disabled
2824,596,SkypeBrowserHo,0x3e7fca50,14,230,1,False,2017-12-08,22:48:28.000000,UTC,N/A,Disabled
1064,884,audiodg.exe,0x3e875c80,8,142,0,False,2017-12-08,22:45:44.000000,UTC,N/A,Disabled
3692,704,CCleaner.exe,0x3e8c2bd8,8,239,1,False,2017-12-08,22:46:03.000000,UTC,N/A,Disabled
1544,704,Scratch.exe,0x3e958d28,25,427,1,False,2017-12-08,22:47:38.000000,UTC,N/A,Disabled
5448,5408,wpscloudsvr.ex,0x3e9e5030,18,386,1,False,2017-12-08,22:46:59.000000,UTC,N/A,Disabled
5656,704,devcpp.exe,0x3ea61d28,2,67,1,False,2017-12-08,22:47:06.000000,UTC,N/A,Disabled
4568,704,wpp.exe,0x3ea65bc8,13,573,1,False,2017-12-08,22:47:26.000000,UTC,N/A,Disabled
4216,596,SkypeBrowserHo,0x3ec52030,7,97,1,False,2017-12-08,22:48:19.000000,UTC,N/A,Disabled
1928,5776,regsvr32.exe,0x3ec60030,0,-,1,False,2017-12-08,22:47:35.000000,UTC,2017-12-08,22:47:35.000000,UTC,Disabled
4856,468,NisSrv.exe,0x3ec752e0,12,234,0,False,2017-12-08,22:46:47.000000,UTC,N/A,Disabled
196,704,English2Marath,0x3ec77030,1,73,1,False,2017-12-08,22:47:21.000000,UTC,N/A,Disabled
5184,5776,regsvr32.exe,0x3ec93030,0,-,1,False,2017-12-08,22:47:30.000000,UTC,2017-12-08,22:47:33.000000,UTC,Disabled
2336,5776,regsvr32.exe,0x3ecb2030,0,-,1,False,2017-12-08,22:47:34.000000,UTC,2017-12-08,22:47:34.000000,UTC,Disabled
4492,3964,iexplore.exe,0x3ecba030,50,964,1,False,2017-12-08,22:47:24.000000,UTC,N/A,Disabled
972,468,svchost.exe,0x3ecd8a58,41,558,0,False,2017-12-08,22:45:44.000000,UTC,N/A,Disabled
2344,5776,regedit.exe,0x3ed19030,0,-,1,False,2017-12-08,22:47:34.000000,UTC,2017-12-08,22:47:34.000000,UTC,Disabled
3156,2320,Spotify.exe,0x3ed8a030,33,193,1,False,2017-12-08,22:46:36.000000,UTC,N/A,Disabled
468,372,services.exe,0x3edc6a38,13,240,0,False,2017-12-08,22:45:40.000000,UTC,N/A,Disabled
4352,2320,Spotify.exe,0x3ee23d28,0,-,1,False,2017-12-08,22:46:40.000000,UTC,2017-12-08,22:46:52.000000,UTC,Disabled
252,4,smss.exe,0x3ee57708,2,29,N/A,False,2017-12-08,22:45:39.000000,UTC,N/A,Disabled
4392,2320,SpotifyWebHelp,0x3ee70d28,6,141,1,False,2017-12-08,22:46:40.000000,UTC,N/A,Disabled
1016,468,svchost.exe,0x3eea0308,40,1005,0,False,2017-12-08,22:45:44.000000,UTC,N/A,Disabled
596,468,svchost.exe,0x3ef3ab08,13,376,0,False,2017-12-08,22:45:40.000000,UTC,N/A,Disabled
4932,704,Lingo17.exe,0x3f416550,1,39,1,False,2017-12-08,22:47:50.000000,UTC,N/A,Disabled
2624,468,sppsvc.exe,0x3f42a030,7,109,0,False,2017-12-08,22:47:57.000000,UTC,N/A,Disabled
2528,704,vlc.exe,0x3f458530,9,324,1,False,2017-12-08,22:47:47.000000,UTC,N/A,Disabled
6012,704,SimSolar.exe,0x3f4e09a0,1,46,1,False,2017-12-08,22:47:53.000000,UTC,N/A,Disabled
5068,704,MagicPhoto.exe,0x3f4f8d28,1,65,1,False,2017-12-08,22:48:11.000000,UTC,N/A,Disabled
316,704,Solve,Elec.exe,0x3f547a80,4,102,1,False,2017-12-08,22:47:56.000000,UTC,N/A,Disabled
3244,704,et.exe,0x3f6aac58,5,265,1,False,2017-12-08,22:47:58.000000,UTC,N/A,Disabled
4560,468,svchost.exe,0x3fefd2e8,5,42,0,False,2017-12-08,22:48:27.000000,UTC,N/A,Disabled
4988,5776,reg.exe,0x3ff5a030,0,-,1,False,2017-12-08,22:47:34.000000,UTC,2017-12-08,22:47:34.000000,UTC,Disabled
2192,5776,regsvr32.exe,0x3ff67030,0,-,1,False,2017-12-08,22:47:33.000000,UTC,2017-12-08,22:47:33.000000,UTC,Disabled
2320,704,Spotify.exe,0x3ffe1030,55,615,1,False,2017-12-08,22:46:26.000000,UTC,N/A,Disabled
456,1700,VBoxTray.exe,0x3ffe7918,13,150,1,False,2017-12-08,22:45:47.000000,UTC,N/A,Disabled
